model: meta-llama/Llama-2-7b-hf
fewshot: 1
=================0.6=================
Local
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|  - prehistory                         |Yaml   |none  |     0|acc   |0.2870|±  |0.0252|
|  - professional_law                   |Yaml   |none  |     0|acc   |0.2458|±  |0.0110|
|  - world_religions                    |Yaml   |none  |     0|acc   |0.2398|±  |0.0327|
| - other                               |N/A    |none  |     0|acc   |0.2372|±  |0.0407|
|  - business_ethics                    |Yaml   |none  |     0|acc   |0.2900|±  |0.0456|
|  - clinical_knowledge                 |Yaml   |none  |     0|acc   |0.2226|±  |0.0256|
|  - college_medicine                   |Yaml   |none  |     0|acc   |0.2428|±  |0.0327|
|  - global_facts                       |Yaml   |none  |     0|acc   |0.3300|±  |0.0473|
|  - human_aging                        |Yaml   |none  |     0|acc   |0.1928|±  |0.0265|
|  - management                         |Yaml   |none  |     0|acc   |0.2330|±  |0.0419|
|  - marketing                          |Yaml   |none  |     0|acc   |0.2564|±  |0.0286|
|  - medical_genetics                   |Yaml   |none  |     0|acc   |0.2300|±  |0.0423|
|  - miscellaneous                      |Yaml   |none  |     0|acc   |0.2554|±  |0.0156|
|  - nutrition                          |Yaml   |none  |     0|acc   |0.2418|±  |0.0245|
|  - professional_accounting            |Yaml   |none  |     0|acc   |0.2411|±  |0.0255|
|  - professional_medicine              |Yaml   |none  |     0|acc   |0.1654|±  |0.0226|
|  - virology                           |Yaml   |none  |     0|acc   |0.2229|±  |0.0324|
| - social_sciences                     |N/A    |none  |     0|acc   |0.2454|±  |0.0308|
|  - econometrics                       |Yaml   |none  |     0|acc   |0.2193|±  |0.0389|
|  - high_school_geography              |Yaml   |none  |     0|acc   |0.2172|±  |0.0294|
|  - high_school_government_and_politics|Yaml   |none  |     0|acc   |0.3057|±  |0.0332|
|  - high_school_macroeconomics         |Yaml   |none  |     0|acc   |0.2282|±  |0.0213|
|  - high_school_microeconomics         |Yaml   |none  |     0|acc   |0.2353|±  |0.0276|
|  - high_school_psychology             |Yaml   |none  |     0|acc   |0.2385|±  |0.0183|
|  - human_sexuality                    |Yaml   |none  |     0|acc   |0.2443|±  |0.0377|
|  - professional_psychology            |Yaml   |none  |     0|acc   |0.2631|±  |0.0178|
|  - public_relations                   |Yaml   |none  |     0|acc   |0.2182|±  |0.0396|
|  - security_studies                   |Yaml   |none  |     0|acc   |0.2408|±  |0.0274|
|  - sociology                          |Yaml   |none  |     0|acc   |0.2637|±  |0.0312|
|  - us_foreign_policy                  |Yaml   |none  |     0|acc   |0.2400|±  |0.0429|
| - stem                                |N/A    |none  |     0|acc   |0.2661|±  |0.0477|
|  - abstract_algebra                   |Yaml   |none  |     0|acc   |0.3000|±  |0.0461|
|  - anatomy                            |Yaml   |none  |     0|acc   |0.3333|±  |0.0407|
|  - astronomy                          |Yaml   |none  |     0|acc   |0.2763|±  |0.0364|
|  - college_biology                    |Yaml   |none  |     0|acc   |0.2222|±  |0.0348|
|  - college_chemistry                  |Yaml   |none  |     0|acc   |0.1900|±  |0.0394|
|  - college_computer_science           |Yaml   |none  |     0|acc   |0.3100|±  |0.0465|
|  - college_mathematics                |Yaml   |none  |     0|acc   |0.2900|±  |0.0456|
|  - college_physics                    |Yaml   |none  |     0|acc   |0.2255|±  |0.0416|
|  - computer_security                  |Yaml   |none  |     0|acc   |0.2800|±  |0.0451|
|  - conceptual_physics                 |Yaml   |none  |     0|acc   |0.2255|±  |0.0273|
|  - electrical_engineering             |Yaml   |none  |     0|acc   |0.2759|±  |0.0372|
|  - elementary_mathematics             |Yaml   |none  |     0|acc   |0.2460|±  |0.0222|
|  - high_school_biology                |Yaml   |none  |     0|acc   |0.2323|±  |0.0240|
|  - high_school_chemistry              |Yaml   |none  |     0|acc   |0.3153|±  |0.0327|
|  - high_school_computer_science       |Yaml   |none  |     0|acc   |0.3400|±  |0.0476|
|  - high_school_mathematics            |Yaml   |none  |     0|acc   |0.3000|±  |0.0279|
|  - high_school_physics                |Yaml   |none  |     0|acc   |0.2848|±  |0.0368|
|  - high_school_statistics             |Yaml   |none  |     0|acc   |0.2454|±  |0.0293|
|  - machine_learning                   |Yaml   |none  |     0|acc   |0.2411|±  |0.0406|

|      Groups      |Version|Filter|n-shot|Metric|Value |   |Stderr|
|------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu              |N/A    |none  |     0|acc   |0.2552|±  |0.0385|
| - humanities     |N/A    |none  |     0|acc   |0.2661|±  |0.0313|
| - other          |N/A    |none  |     0|acc   |0.2372|±  |0.0407|
| - social_sciences|N/A    |none  |     0|acc   |0.2454|±  |0.0308|
| - stem           |N/A    |none  |     0|acc   |0.2661|±  |0.0477|

==============================================
H2O-decay
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|---------------------------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu                                   |N/A    |none  |     0|acc   |0.2560|±  |0.0389|
| - humanities                          |N/A    |none  |     0|acc   |0.2657|±  |0.0293|
|  - formal_logic                       |Yaml   |none  |     0|acc   |0.2143|±  |0.0367|
|  - high_school_european_history       |Yaml   |none  |     0|acc   |0.2667|±  |0.0345|
|  - high_school_us_history             |Yaml   |none  |     0|acc   |0.2941|±  |0.0320|
|  - high_school_world_history          |Yaml   |none  |     0|acc   |0.2658|±  |0.0288|
|  - international_law                  |Yaml   |none  |     0|acc   |0.2893|±  |0.0414|
|  - jurisprudence                      |Yaml   |none  |     0|acc   |0.2963|±  |0.0441|
|  - logical_fallacies                  |Yaml   |none  |     0|acc   |0.2883|±  |0.0356|
|  - moral_disputes                     |Yaml   |none  |     0|acc   |0.2832|±  |0.0243|
|  - moral_scenarios                    |Yaml   |none  |     0|acc   |0.2503|±  |0.0145|
|  - philosophy                         |Yaml   |none  |     0|acc   |0.3151|±  |0.0264|
|  - prehistory                         |Yaml   |none  |     0|acc   |0.2747|±  |0.0248|
|  - professional_law                   |Yaml   |none  |     0|acc   |0.2536|±  |0.0111|
|  - world_religions                    |Yaml   |none  |     0|acc   |0.2573|±  |0.0335|
| - other                               |N/A    |none  |     0|acc   |0.2401|±  |0.0390|
|  - business_ethics                    |Yaml   |none  |     0|acc   |0.2600|±  |0.0441|
|  - clinical_knowledge                 |Yaml   |none  |     0|acc   |0.2038|±  |0.0248|
|  - college_medicine                   |Yaml   |none  |     0|acc   |0.2312|±  |0.0321|
|  - global_facts                       |Yaml   |none  |     0|acc   |0.3000|±  |0.0461|
|  - human_aging                        |Yaml   |none  |     0|acc   |0.2018|±  |0.0269|
|  - management                         |Yaml   |none  |     0|acc   |0.2524|±  |0.0430|
|  - marketing                          |Yaml   |none  |     0|acc   |0.2735|±  |0.0292|
|  - medical_genetics                   |Yaml   |none  |     0|acc   |0.2500|±  |0.0435|
|  - miscellaneous                      |Yaml   |none  |     0|acc   |0.2439|±  |0.0154|
|  - nutrition                          |Yaml   |none  |     0|acc   |0.2288|±  |0.0241|
|  - professional_accounting            |Yaml   |none  |     0|acc   |0.2943|±  |0.0272|
|  - professional_medicine              |Yaml   |none  |     0|acc   |0.1838|±  |0.0235|
|  - virology                           |Yaml   |none  |     0|acc   |0.2530|±  |0.0338|
| - social_sciences                     |N/A    |none  |     0|acc   |0.2454|±  |0.0368|
|  - econometrics                       |Yaml   |none  |     0|acc   |0.1842|±  |0.0365|
|  - high_school_geography              |Yaml   |none  |     0|acc   |0.2273|±  |0.0299|
|  - high_school_government_and_politics|Yaml   |none  |     0|acc   |0.2539|±  |0.0314|
|  - high_school_macroeconomics         |Yaml   |none  |     0|acc   |0.2231|±  |0.0211|
|  - high_school_microeconomics         |Yaml   |none  |     0|acc   |0.2605|±  |0.0285|
|  - high_school_psychology             |Yaml   |none  |     0|acc   |0.2459|±  |0.0185|
|  - human_sexuality                    |Yaml   |none  |     0|acc   |0.2519|±  |0.0381|
|  - professional_psychology            |Yaml   |none  |     0|acc   |0.2745|±  |0.0181|
|  - public_relations                   |Yaml   |none  |     0|acc   |0.2182|±  |0.0396|
|  - security_studies                   |Yaml   |none  |     0|acc   |0.1878|±  |0.0250|
|  - sociology                          |Yaml   |none  |     0|acc   |0.2985|±  |0.0324|
|  - us_foreign_policy                  |Yaml   |none  |     0|acc   |0.2600|±  |0.0441|
| - stem                                |N/A    |none  |     0|acc   |0.2677|±  |0.0485|
|  - abstract_algebra                   |Yaml   |none  |     0|acc   |0.2600|±  |0.0441|
|  - anatomy                            |Yaml   |none  |     0|acc   |0.3630|±  |0.0415|
|  - astronomy                          |Yaml   |none  |     0|acc   |0.2500|±  |0.0352|
|  - college_biology                    |Yaml   |none  |     0|acc   |0.2569|±  |0.0365|
|  - college_chemistry                  |Yaml   |none  |     0|acc   |0.2200|±  |0.0416|
|  - college_computer_science           |Yaml   |none  |     0|acc   |0.3100|±  |0.0465|
|  - college_mathematics                |Yaml   |none  |     0|acc   |0.2900|±  |0.0456|
|  - college_physics                    |Yaml   |none  |     0|acc   |0.2451|±  |0.0428|
|  - computer_security                  |Yaml   |none  |     0|acc   |0.2800|±  |0.0451|
|  - conceptual_physics                 |Yaml   |none  |     0|acc   |0.2085|±  |0.0266|
|  - electrical_engineering             |Yaml   |none  |     0|acc   |0.2621|±  |0.0366|
|  - elementary_mathematics             |Yaml   |none  |     0|acc   |0.2328|±  |0.0218|
|  - high_school_biology                |Yaml   |none  |     0|acc   |0.2645|±  |0.0251|
|  - high_school_chemistry              |Yaml   |none  |     0|acc   |0.2808|±  |0.0316|
|  - high_school_computer_science       |Yaml   |none  |     0|acc   |0.3700|±  |0.0485|
|  - high_school_mathematics            |Yaml   |none  |     0|acc   |0.2963|±  |0.0278|
|  - high_school_physics                |Yaml   |none  |     0|acc   |0.2715|±  |0.0363|
|  - high_school_statistics             |Yaml   |none  |     0|acc   |0.2870|±  |0.0309|
|  - machine_learning                   |Yaml   |none  |     0|acc   |0.2232|±  |0.0395|

|      Groups      |Version|Filter|n-shot|Metric|Value |   |Stderr|
|------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu              |N/A    |none  |     0|acc   |0.2560|±  |0.0389|
| - humanities     |N/A    |none  |     0|acc   |0.2657|±  |0.0293|
| - other          |N/A    |none  |     0|acc   |0.2401|±  |0.0390|
| - social_sciences|N/A    |none  |     0|acc   |0.2454|±  |0.0368|
| - stem           |N/A    |none  |     0|acc   |0.2677|±  |0.0485|

==============================================
fewshot: 0
=================0.6=================
Local
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|---------------------------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu                                   |N/A    |none  |     0|acc   |0.2460|±  |0.0387|
| - humanities                          |N/A    |none  |     0|acc   |0.2495|±  |0.0248|
|  - formal_logic                       |Yaml   |none  |     0|acc   |0.2778|±  |0.0401|
|  - high_school_european_history       |Yaml   |none  |     0|acc   |0.2424|±  |0.0335|
|  - high_school_us_history             |Yaml   |none  |     0|acc   |0.2353|±  |0.0298|
|  - high_school_world_history          |Yaml   |none  |     0|acc   |0.2194|±  |0.0269|
|  - international_law                  |Yaml   |none  |     0|acc   |0.2231|±  |0.0380|
|  - jurisprudence                      |Yaml   |none  |     0|acc   |0.2778|±  |0.0433|
|  - logical_fallacies                  |Yaml   |none  |     0|acc   |0.2270|±  |0.0329|
|  - moral_disputes                     |Yaml   |none  |     0|acc   |0.2370|±  |0.0229|
|  - moral_scenarios                    |Yaml   |none  |     0|acc   |0.2503|±  |0.0145|
|  - philosophy                         |Yaml   |none  |     0|acc   |0.2444|±  |0.0244|
|  - prehistory                         |Yaml   |none  |     0|acc   |0.2654|±  |0.0246|
|  - professional_law                   |Yaml   |none  |     0|acc   |0.2568|±  |0.0112|
|  - world_religions                    |Yaml   |none  |     0|acc   |0.2515|±  |0.0333|
| - other                               |N/A    |none  |     0|acc   |0.2491|±  |0.0443|
|  - business_ethics                    |Yaml   |none  |     0|acc   |0.2800|±  |0.0451|
|  - clinical_knowledge                 |Yaml   |none  |     0|acc   |0.2264|±  |0.0258|
|  - college_medicine                   |Yaml   |none  |     0|acc   |0.1965|±  |0.0303|
|  - global_facts                       |Yaml   |none  |     0|acc   |0.2600|±  |0.0441|
|  - human_aging                        |Yaml   |none  |     0|acc   |0.3274|±  |0.0315|
|  - management                         |Yaml   |none  |     0|acc   |0.2427|±  |0.0425|
|  - marketing                          |Yaml   |none  |     0|acc   |0.2863|±  |0.0296|
|  - medical_genetics                   |Yaml   |none  |     0|acc   |0.3100|±  |0.0465|
|  - miscellaneous                      |Yaml   |none  |     0|acc   |0.2529|±  |0.0155|
|  - nutrition                          |Yaml   |none  |     0|acc   |0.2222|±  |0.0238|
|  - professional_accounting            |Yaml   |none  |     0|acc   |0.2482|±  |0.0258|
|  - professional_medicine              |Yaml   |none  |     0|acc   |0.1765|±  |0.0232|
|  - virology                           |Yaml   |none  |     0|acc   |0.2771|±  |0.0348|
| - social_sciences                     |N/A    |none  |     0|acc   |0.2376|±  |0.0403|
|  - econometrics                       |Yaml   |none  |     0|acc   |0.2018|±  |0.0378|
